theta_1,theta_2,Re(r_ex.tm),Im(r_ex.tm),Abs(r_ex.tm),Arg(r_ex.tm),Re(r_ex.te),Im(r_ex.te),Abs(r_ex.te),Arg(r_ex.te)
+4.36301089E+01,+0.00000000E+00,+7.88321742E-01,-3.68839655E-01,+8.70341232E-01,-4.37622712E-01,+9.50140177E-01,-2.97374272E-01,+9.95589179E-01,-3.03321528E-01
+4.37093197E+01,+0.00000000E+00,+7.87818259E-01,-3.68773366E-01,+8.69857117E-01,-4.37798980E-01,+9.50264553E-01,-2.96995865E-01,+9.95594930E-01,-3.02921484E-01
+4.37886355E+01,+0.00000000E+00,+7.87312549E-01,-3.68707350E-01,+8.69371129E-01,-4.37976815E-01,+9.50389123E-01,-2.96616357E-01,+9.95600698E-01,-3.02520330E-01
+4.38680565E+01,+0.00000000E+00,+7.86804599E-01,-3.68641610E-01,+8.68883256E-01,-4.38156230E-01,+9.50513887E-01,-2.96235743E-01,+9.95606481E-01,-3.02118062E-01
+4.39475836E+01,+0.00000000E+00,+7.86294391E-01,-3.68576150E-01,+8.68393487E-01,-4.38337242E-01,+9.50638845E-01,-2.95854019E-01,+9.95612281E-01,-3.01714676E-01
+4.40272172E+01,+0.00000000E+00,+7.85781911E-01,-3.68510974E-01,+8.67901809E-01,-4.38519866E-01,+9.50763998E-01,-2.95471179E-01,+9.95618098E-01,-3.01310167E-01
+4.41069579E+01,+0.00000000E+00,+7.85267143E-01,-3.68446086E-01,+8.67408210E-01,-4.38704119E-01,+9.50889344E-01,-2.95087219E-01,+9.95623931E-01,-3.00904530E-01
+4.41868064E+01,+0.00000000E+00,+7.84750070E-01,-3.68381490E-01,+8.66912680E-01,-4.38890016E-01,+9.51014885E-01,-2.94702134E-01,+9.95629780E-01,-3.00497762E-01
+4.42667632E+01,+0.00000000E+00,+7.84230676E-01,-3.68317190E-01,+8.66415204E-01,-4.39077573E-01,+9.51140620E-01,-2.94315920E-01,+9.95635646E-01,-3.00089857E-01
+4.43468288E+01,+0.00000000E+00,+7.83708946E-01,-3.68253191E-01,+8.65915772E-01,-4.39266808E-01,+9.51266550E-01,-2.93928572E-01,+9.95641529E-01,-2.99680811E-01
+4.44270040E+01,+0.00000000E+00,+7.83184861E-01,-3.68189495E-01,+8.65414370E-01,-4.39457737E-01,+9.51392674E-01,-2.93540084E-01,+9.95647428E-01,-2.99270619E-01
+4.45072893E+01,+0.00000000E+00,+7.82658406E-01,-3.68126109E-01,+8.64910986E-01,-4.39650376E-01,+9.51518993E-01,-2.93150453E-01,+9.95653344E-01,-2.98859277E-01
+4.45876853E+01,+0.00000000E+00,+7.82129564E-01,-3.68063035E-01,+8.64405607E-01,-4.39844743E-01,+9.51645507E-01,-2.92759673E-01,+9.95659277E-01,-2.98446779E-01
+4.46681927E+01,+0.00000000E+00,+7.81598318E-01,-3.68000279E-01,+8.63898221E-01,-4.40040856E-01,+9.51772215E-01,-2.92367739E-01,+9.95665227E-01,-2.98033120E-01
+4.47488121E+01,+0.00000000E+00,+7.81064649E-01,-3.67937845E-01,+8.63388814E-01,-4.40238731E-01,+9.51899119E-01,-2.91974647E-01,+9.95671194E-01,-2.97618297E-01
+4.48295441E+01,+0.00000000E+00,+7.80528542E-01,-3.67875736E-01,+8.62877373E-01,-4.40438387E-01,+9.52026218E-01,-2.91580391E-01,+9.95677178E-01,-2.97202304E-01
+4.49103893E+01,+0.00000000E+00,+7.79989977E-01,-3.67813958E-01,+8.62363886E-01,-4.40639842E-01,+9.52153512E-01,-2.91184966E-01,+9.95683180E-01,-2.96785137E-01
+4.49913483E+01,+0.00000000E+00,+7.79448937E-01,-3.67752515E-01,+8.61848338E-01,-4.40843114E-01,+9.52281001E-01,-2.90788367E-01,+9.95689198E-01,-2.96366789E-01
+4.50724219E+01,+0.00000000E+00,+7.78905404E-01,-3.67691411E-01,+8.61330716E-01,-4.41048221E-01,+9.52408686E-01,-2.90390589E-01,+9.95695234E-01,-2.95947257E-01
+4.51536107E+01,+0.00000000E+00,+7.78359361E-01,-3.67630652E-01,+8.60811007E-01,-4.41255182E-01,+9.52536566E-01,-2.89991627E-01,+9.95701287E-01,-2.95526535E-01
+4.52349153E+01,+0.00000000E+00,+7.77810787E-01,-3.67570241E-01,+8.60289197E-01,-4.41464016E-01,+9.52664642E-01,-2.89591475E-01,+9.95707358E-01,-2.95104618E-01
+4.53163364E+01,+0.00000000E+00,+7.77259664E-01,-3.67510184E-01,+8.59765271E-01,-4.41674742E-01,+9.52792913E-01,-2.89190129E-01,+9.95713446E-01,-2.94681501E-01
+4.53978747E+01,+0.00000000E+00,+7.76705975E-01,-3.67450485E-01,+8.59239216E-01,-4.41887380E-01,+9.52921380E-01,-2.88787583E-01,+9.95719552E-01,-2.94257179E-01
+4.54795308E+01,+0.00000000E+00,+7.76149698E-01,-3.67391149E-01,+8.58711017E-01,-4.42101950E-01,+9.53050044E-01,-2.88383831E-01,+9.95725675E-01,-2.93831646E-01
+4.55613054E+01,+0.00000000E+00,+7.75590816E-01,-3.67332181E-01,+8.58180660E-01,-4.42318470E-01,+9.53178903E-01,-2.87978869E-01,+9.95731816E-01,-2.93404898E-01
+4.56431992E+01,+0.00000000E+00,+7.75029308E-01,-3.67273586E-01,+8.57648130E-01,-4.42536963E-01,+9.53307958E-01,-2.87572690E-01,+9.95737975E-01,-2.92976929E-01
+4.57252128E+01,+0.00000000E+00,+7.74465155E-01,-3.67215369E-01,+8.57113413E-01,-4.42757447E-01,+9.53437210E-01,-2.87165289E-01,+9.95744152E-01,-2.92547733E-01
+4.58073471E+01,+0.00000000E+00,+7.73898337E-01,-3.67157534E-01,+8.56576494E-01,-4.42979944E-01,+9.53566658E-01,-2.86756661E-01,+9.95750347E-01,-2.92117306E-01
+4.58896026E+01,+0.00000000E+00,+7.73328832E-01,-3.67100088E-01,+8.56037358E-01,-4.43204475E-01,+9.53696302E-01,-2.86346800E-01,+9.95756560E-01,-2.91685642E-01
+4.59719802E+01,+0.00000000E+00,+7.72756622E-01,-3.67043034E-01,+8.55495988E-01,-4.43431062E-01,+9.53826143E-01,-2.85935701E-01,+9.95762792E-01,-2.91252734E-01
+4.60544804E+01,+0.00000000E+00,+7.72181685E-01,-3.66986379E-01,+8.54952371E-01,-4.43659725E-01,+9.53956181E-01,-2.85523357E-01,+9.95769041E-01,-2.90818579E-01
+4.61371041E+01,+0.00000000E+00,+7.71604000E-01,-3.66930128E-01,+8.54406491E-01,-4.43890486E-01,+9.54086416E-01,-2.85109763E-01,+9.95775309E-01,-2.90383169E-01
+4.62198520E+01,+0.00000000E+00,+7.71023546E-01,-3.66874285E-01,+8.53858331E-01,-4.44123369E-01,+9.54216847E-01,-2.84694913E-01,+9.95781595E-01,-2.89946501E-01
+4.63027247E+01,+0.00000000E+00,+7.70440301E-01,-3.66818856E-01,+8.53307876E-01,-4.44358394E-01,+9.54347476E-01,-2.84278802E-01,+9.95787900E-01,-2.89508567E-01
+4.63857231E+01,+0.00000000E+00,+7.69854244E-01,-3.66763847E-01,+8.52755110E-01,-4.44595586E-01,+9.54478301E-01,-2.83861423E-01,+9.95794223E-01,-2.89069361E-01
+4.64688478E+01,+0.00000000E+00,+7.69265353E-01,-3.66709263E-01,+8.52200016E-01,-4.44834967E-01,+9.54609324E-01,-2.83442770E-01,+9.95800565E-01,-2.88628880E-01
+4.65520997E+01,+0.00000000E+00,+7.68673605E-01,-3.66655110E-01,+8.51642578E-01,-4.45076560E-01,+9.54740544E-01,-2.83022838E-01,+9.95806926E-01,-2.88187115E-01
+4.66354795E+01,+0.00000000E+00,+7.68078979E-01,-3.66601393E-01,+8.51082780E-01,-4.45320390E-01,+9.54871962E-01,-2.82601620E-01,+9.95813305E-01,-2.87744062E-01
+4.67189880E+01,+0.00000000E+00,+7.67481450E-01,-3.66548119E-01,+8.50520605E-01,-4.45566480E-01,+9.55003577E-01,-2.82179110E-01,+9.95819704E-01,-2.87299715E-01
+4.68026259E+01,+0.00000000E+00,+7.66880997E-01,-3.66495292E-01,+8.49956035E-01,-4.45814855E-01,+9.55135390E-01,-2.81755302E-01,+9.95826121E-01,-2.86854067E-01
+4.68863941E+01,+0.00000000E+00,+7.66277595E-01,-3.66442918E-01,+8.49389054E-01,-4.46065539E-01,+9.55267401E-01,-2.81330191E-01,+9.95832558E-01,-2.86407112E-01
+4.69702932E+01,+0.00000000E+00,+7.65671222E-01,-3.66391004E-01,+8.48819644E-01,-4.46318557E-01,+9.55399609E-01,-2.80903768E-01,+9.95839013E-01,-2.85958845E-01
+4.70543242E+01,+0.00000000E+00,+7.65061853E-01,-3.66339556E-01,+8.48247787E-01,-4.46573936E-01,+9.55532016E-01,-2.80476029E-01,+9.95845489E-01,-2.85509259E-01
+4.71384878E+01,+0.00000000E+00,+7.64449464E-01,-3.66288579E-01,+8.47673467E-01,-4.46831700E-01,+9.55664621E-01,-2.80046967E-01,+9.95851983E-01,-2.85058348E-01
+4.72227848E+01,+0.00000000E+00,+7.63834030E-01,-3.66238080E-01,+8.47096663E-01,-4.47091875E-01,+9.55797425E-01,-2.79616575E-01,+9.95858497E-01,-2.84606105E-01
+4.73072161E+01,+0.00000000E+00,+7.63215528E-01,-3.66188064E-01,+8.46517360E-01,-4.47354489E-01,+9.55930426E-01,-2.79184847E-01,+9.95865030E-01,-2.84152525E-01
+4.73917825E+01,+0.00000000E+00,+7.62593931E-01,-3.66138539E-01,+8.45935537E-01,-4.47619568E-01,+9.56063627E-01,-2.78751776E-01,+9.95871584E-01,-2.83697601E-01
+4.74764848E+01,+0.00000000E+00,+7.61969215E-01,-3.66089510E-01,+8.45351177E-01,-4.47887139E-01,+9.56197026E-01,-2.78317356E-01,+9.95878156E-01,-2.83241325E-01
+4.75613238E+01,+0.00000000E+00,+7.61341353E-01,-3.66040983E-01,+8.44764261E-01,-4.48157230E-01,+9.56330623E-01,-2.77881580E-01,+9.95884749E-01,-2.82783693E-01
+4.76463004E+01,+0.00000000E+00,+7.60710319E-01,-3.65992966E-01,+8.44174769E-01,-4.48429869E-01,+9.56464420E-01,-2.77444440E-01,+9.95891362E-01,-2.82324697E-01
+4.77314156E+01,+0.00000000E+00,+7.60076088E-01,-3.65945464E-01,+8.43582683E-01,-4.48705084E-01,+9.56598416E-01,-2.77005932E-01,+9.95897995E-01,-2.81864330E-01
+4.78166700E+01,+0.00000000E+00,+7.59438632E-01,-3.65898485E-01,+8.42987982E-01,-4.48982904E-01,+9.56732611E-01,-2.76566046E-01,+9.95904648E-01,-2.81402586E-01
+4.79020647E+01,+0.00000000E+00,+7.58797925E-01,-3.65852035E-01,+8.42390648E-01,-4.49263359E-01,+9.56867005E-01,-2.76124777E-01,+9.95911321E-01,-2.80939458E-01
+4.79876005E+01,+0.00000000E+00,+7.58153939E-01,-3.65806121E-01,+8.41790659E-01,-4.49546477E-01,+9.57001599E-01,-2.75682118E-01,+9.95918014E-01,-2.80474939E-01
+4.80732783E+01,+0.00000000E+00,+7.57506646E-01,-3.65760750E-01,+8.41187996E-01,-4.49832290E-01,+9.57136393E-01,-2.75238060E-01,+9.95924728E-01,-2.80009023E-01
+4.81590989E+01,+0.00000000E+00,+7.56856019E-01,-3.65715928E-01,+8.40582639E-01,-4.50120827E-01,+9.57271386E-01,-2.74792598E-01,+9.95931463E-01,-2.79541702E-01
+4.82450634E+01,+0.00000000E+00,+7.56202028E-01,-3.65671663E-01,+8.39974566E-01,-4.50412120E-01,+9.57406579E-01,-2.74345724E-01,+9.95938218E-01,-2.79072969E-01
+4.83311726E+01,+0.00000000E+00,+7.55544645E-01,-3.65627962E-01,+8.39363758E-01,-4.50706200E-01,+9.57541972E-01,-2.73897431E-01,+9.95944994E-01,-2.78602817E-01
+4.84174275E+01,+0.00000000E+00,+7.54883841E-01,-3.65584832E-01,+8.38750191E-01,-4.51003099E-01,+9.57677565E-01,-2.73447711E-01,+9.95951790E-01,-2.78131239E-01
+4.85038289E+01,+0.00000000E+00,+7.54219587E-01,-3.65542281E-01,+8.38133846E-01,-4.51302849E-01,+9.57813358E-01,-2.72996556E-01,+9.95958608E-01,-2.77658227E-01
+4.85903779E+01,+0.00000000E+00,+7.53551851E-01,-3.65500315E-01,+8.37514700E-01,-4.51605484E-01,+9.57949352E-01,-2.72543960E-01,+9.95965447E-01,-2.77183775E-01
+4.86770754E+01,+0.00000000E+00,+7.52880605E-01,-3.65458942E-01,+8.36892731E-01,-4.51911036E-01,+9.58085547E-01,-2.72089915E-01,+9.95972307E-01,-2.76707874E-01
+4.87639223E+01,+0.00000000E+00,+7.52205817E-01,-3.65418170E-01,+8.36267918E-01,-4.52219539E-01,+9.58221942E-01,-2.71634413E-01,+9.95979188E-01,-2.76230518E-01
+4.88509197E+01,+0.00000000E+00,+7.51527456E-01,-3.65378007E-01,+8.35640237E-01,-4.52531027E-01,+9.58358538E-01,-2.71177446E-01,+9.95986091E-01,-2.75751699E-01
+4.89380685E+01,+0.00000000E+00,+7.50845491E-01,-3.65338460E-01,+8.35009666E-01,-4.52845536E-01,+9.58495334E-01,-2.70719007E-01,+9.95993015E-01,-2.75271409E-01
+4.90253698E+01,+0.00000000E+00,+7.50159890E-01,-3.65299537E-01,+8.34376181E-01,-4.53163102E-01,+9.58632332E-01,-2.70259087E-01,+9.95999961E-01,-2.74789641E-01
+4.91128244E+01,+0.00000000E+00,+7.49470620E-01,-3.65261246E-01,+8.33739760E-01,-4.53483758E-01,+9.58769532E-01,-2.69797680E-01,+9.96006929E-01,-2.74306386E-01
+4.92004336E+01,+0.00000000E+00,+7.48777648E-01,-3.65223595E-01,+8.33100378E-01,-4.53807543E-01,+9.58906932E-01,-2.69334775E-01,+9.96013919E-01,-2.73821637E-01
+4.92881981E+01,+0.00000000E+00,+7.48080941E-01,-3.65186592E-01,+8.32458012E-01,-4.54134494E-01,+9.59044535E-01,-2.68870367E-01,+9.96020930E-01,-2.73335386E-01
+4.93761192E+01,+0.00000000E+00,+7.47380466E-01,-3.65150246E-01,+8.31812637E-01,-4.54464647E-01,+9.59182339E-01,-2.68404445E-01,+9.96027964E-01,-2.72847624E-01
+4.94641979E+01,+0.00000000E+00,+7.46676188E-01,-3.65114565E-01,+8.31164229E-01,-4.54798042E-01,+9.59320344E-01,-2.67937003E-01,+9.96035020E-01,-2.72358344E-01
+4.95524352E+01,+0.00000000E+00,+7.45968073E-01,-3.65079557E-01,+8.30512763E-01,-4.55134716E-01,+9.59458552E-01,-2.67468031E-01,+9.96042098E-01,-2.71867538E-01
+4.96408321E+01,+0.00000000E+00,+7.45256085E-01,-3.65045232E-01,+8.29858213E-01,-4.55474709E-01,+9.59596962E-01,-2.66997521E-01,+9.96049199E-01,-2.71375197E-01
+4.97293899E+01,+0.00000000E+00,+7.44540189E-01,-3.65011596E-01,+8.29200554E-01,-4.55818062E-01,+9.59735575E-01,-2.66525465E-01,+9.96056322E-01,-2.70881313E-01
+4.98181095E+01,+0.00000000E+00,+7.43820350E-01,-3.64978661E-01,+8.28539761E-01,-4.56164815E-01,+9.59874389E-01,-2.66051854E-01,+9.96063468E-01,-2.70385878E-01
+4.99069920E+01,+0.00000000E+00,+7.43096529E-01,-3.64946433E-01,+8.27875807E-01,-4.56515009E-01,+9.60013407E-01,-2.65576679E-01,+9.96070637E-01,-2.69888882E-01
+4.99960387E+01,+0.00000000E+00,+7.42368691E-01,-3.64914924E-01,+8.27208665E-01,-4.56868685E-01,+9.60152627E-01,-2.65099931E-01,+9.96077829E-01,-2.69390317E-01
+5.00852505E+01,+0.00000000E+00,+7.41636797E-01,-3.64884140E-01,+8.26538308E-01,-4.57225888E-01,+9.60292050E-01,-2.64621602E-01,+9.96085044E-01,-2.68890175E-01
+5.01746287E+01,+0.00000000E+00,+7.40900810E-01,-3.64854093E-01,+8.25864710E-01,-4.57586659E-01,+9.60431677E-01,-2.64141682E-01,+9.96092282E-01,-2.68388447E-01
+5.02641745E+01,+0.00000000E+00,+7.40160691E-01,-3.64824791E-01,+8.25187843E-01,-4.57951043E-01,+9.60571506E-01,-2.63660163E-01,+9.96099543E-01,-2.67885123E-01
+5.03538889E+01,+0.00000000E+00,+7.39416401E-01,-3.64796243E-01,+8.24507679E-01,-4.58319085E-01,+9.60711539E-01,-2.63177035E-01,+9.96106828E-01,-2.67380195E-01
+5.04437731E+01,+0.00000000E+00,+7.38667899E-01,-3.64768460E-01,+8.23824189E-01,-4.58690830E-01,+9.60851776E-01,-2.62692288E-01,+9.96114137E-01,-2.66873654E-01
+5.05338284E+01,+0.00000000E+00,+7.37915146E-01,-3.64741451E-01,+8.23137345E-01,-4.59066323E-01,+9.60992216E-01,-2.62205915E-01,+9.96121469E-01,-2.66365490E-01
+5.06240559E+01,+0.00000000E+00,+7.37158100E-01,-3.64715226E-01,+8.22447118E-01,-4.59445613E-01,+9.61132861E-01,-2.61717904E-01,+9.96128826E-01,-2.65855695E-01
+5.07144569E+01,+0.00000000E+00,+7.36396721E-01,-3.64689795E-01,+8.21753477E-01,-4.59828746E-01,+9.61273709E-01,-2.61228246E-01,+9.96136206E-01,-2.65344258E-01
+5.08050326E+01,+0.00000000E+00,+7.35630966E-01,-3.64665168E-01,+8.21056395E-01,-4.60215771E-01,+9.61414762E-01,-2.60736932E-01,+9.96143610E-01,-2.64831170E-01
+5.08957842E+01,+0.00000000E+00,+7.34860792E-01,-3.64641356E-01,+8.20355839E-01,-4.60606737E-01,+9.61556019E-01,-2.60243952E-01,+9.96151039E-01,-2.64316422E-01
+5.09867130E+01,+0.00000000E+00,+7.34086156E-01,-3.64618369E-01,+8.19651780E-01,-4.61001695E-01,+9.61697481E-01,-2.59749296E-01,+9.96158493E-01,-2.63800004E-01
+5.10778203E+01,+0.00000000E+00,+7.33307014E-01,-3.64596217E-01,+8.18944186E-01,-4.61400695E-01,+9.61839148E-01,-2.59252954E-01,+9.96165971E-01,-2.63281906E-01
+5.11691073E+01,+0.00000000E+00,+7.32523322E-01,-3.64574912E-01,+8.18233025E-01,-4.61803788E-01,+9.61981020E-01,-2.58754915E-01,+9.96173473E-01,-2.62762118E-01
+5.12605754E+01,+0.00000000E+00,+7.31735034E-01,-3.64554464E-01,+8.17518267E-01,-4.62211029E-01,+9.62123097E-01,-2.58255170E-01,+9.96181001E-01,-2.62240630E-01
+5.13522259E+01,+0.00000000E+00,+7.30942104E-01,-3.64534884E-01,+8.16799878E-01,-4.62622469E-01,+9.62265379E-01,-2.57753708E-01,+9.96188553E-01,-2.61717432E-01
+5.14440600E+01,+0.00000000E+00,+7.30144486E-01,-3.64516183E-01,+8.16077826E-01,-4.63038163E-01,+9.62407867E-01,-2.57250519E-01,+9.96196131E-01,-2.61192514E-01
+5.15360792E+01,+0.00000000E+00,+7.29342132E-01,-3.64498373E-01,+8.15352077E-01,-4.63458168E-01,+9.62550561E-01,-2.56745591E-01,+9.96203735E-01,-2.60665865E-01
+5.16282849E+01,+0.00000000E+00,+7.28534994E-01,-3.64481465E-01,+8.14622597E-01,-4.63882538E-01,+9.62693460E-01,-2.56238915E-01,+9.96211363E-01,-2.60137475E-01
+5.17206783E+01,+0.00000000E+00,+7.27723024E-01,-3.64465470E-01,+8.13889353E-01,-4.64311332E-01,+9.62836566E-01,-2.55730480E-01,+9.96219018E-01,-2.59607333E-01
+5.18132609E+01,+0.00000000E+00,+7.26906172E-01,-3.64450402E-01,+8.13152310E-01,-4.64744607E-01,+9.62979878E-01,-2.55220274E-01,+9.96226698E-01,-2.59075428E-01
+5.19060340E+01,+0.00000000E+00,+7.26084388E-01,-3.64436270E-01,+8.12411431E-01,-4.65182423E-01,+9.63123396E-01,-2.54708286E-01,+9.96234404E-01,-2.58541749E-01
+5.19989992E+01,+0.00000000E+00,+7.25257621E-01,-3.64423088E-01,+8.11666683E-01,-4.65624839E-01,+9.63267121E-01,-2.54194506E-01,+9.96242136E-01,-2.58006287E-01
+5.20921579E+01,+0.00000000E+00,+7.24425819E-01,-3.64410869E-01,+8.10918028E-01,-4.66071919E-01,+9.63411054E-01,-2.53678922E-01,+9.96249895E-01,-2.57469028E-01
+5.21855115E+01,+0.00000000E+00,+7.23588929E-01,-3.64399623E-01,+8.10165430E-01,-4.66523723E-01,+9.63555193E-01,-2.53161522E-01,+9.96257680E-01,-2.56929963E-01
+5.22790615E+01,+0.00000000E+00,+7.22746898E-01,-3.64389364E-01,+8.09408851E-01,-4.66980315E-01,+9.63699539E-01,-2.52642294E-01,+9.96265492E-01,-2.56389079E-01
+5.23728094E+01,+0.00000000E+00,+7.21899672E-01,-3.64380106E-01,+8.08648254E-01,-4.67441760E-01,+9.63844093E-01,-2.52121228E-01,+9.96273331E-01,-2.55846365E-01
+5.24667567E+01,+0.00000000E+00,+7.21047196E-01,-3.64371860E-01,+8.07883600E-01,-4.67908124E-01,+9.63988855E-01,-2.51598311E-01,+9.96281196E-01,-2.55301810E-01
+5.25609049E+01,+0.00000000E+00,+7.20189413E-01,-3.64364640E-01,+8.07114851E-01,-4.68379474E-01,+9.64133824E-01,-2.51073530E-01,+9.96289089E-01,-2.54755402E-01
+5.26552556E+01,+0.00000000E+00,+7.19326268E-01,-3.64358459E-01,+8.06341966E-01,-4.68855878E-01,+9.64279002E-01,-2.50546875E-01,+9.96297009E-01,-2.54207128E-01
+5.27498104E+01,+0.00000000E+00,+7.18457701E-01,-3.64353332E-01,+8.05564907E-01,-4.69337405E-01,+9.64424388E-01,-2.50018333E-01,+9.96304957E-01,-2.53656977E-01
+5.28445709E+01,+0.00000000E+00,+7.17583655E-01,-3.64349271E-01,+8.04783631E-01,-4.69824126E-01,+9.64569982E-01,-2.49487890E-01,+9.96312932E-01,-2.53104936E-01
+5.29395386E+01,+0.00000000E+00,+7.16704070E-01,-3.64346290E-01,+8.03998099E-01,-4.70316113E-01,+9.64715786E-01,-2.48955535E-01,+9.96320935E-01,-2.52550993E-01
+5.30347152E+01,+0.00000000E+00,+7.15818885E-01,-3.64344405E-01,+8.03208268E-01,-4.70813440E-01,+9.64861798E-01,-2.48421255E-01,+9.96328966E-01,-2.51995136E-01
+5.31301024E+01,+0.00000000E+00,+7.14928039E-01,-3.64343628E-01,+8.02414096E-01,-4.71316180E-01,+9.65008020E-01,-2.47885036E-01,+9.96337026E-01,-2.51437352E-01
+5.32257017E+01,+0.00000000E+00,+7.14031469E-01,-3.64343976E-01,+8.01615539E-01,-4.71824411E-01,+9.65154451E-01,-2.47346867E-01,+9.96345114E-01,-2.50877627E-01
+5.33215150E+01,+0.00000000E+00,+7.13129112E-01,-3.64345462E-01,+8.00812554E-01,-4.72338209E-01,+9.65301091E-01,-2.46806732E-01,+9.96353230E-01,-2.50315949E-01
+5.34175438E+01,+0.00000000E+00,+7.12220903E-01,-3.64348101E-01,+8.00005096E-01,-4.72857653E-01,+9.65447942E-01,-2.46264620E-01,+9.96361376E-01,-2.49752305E-01
+5.35137900E+01,+0.00000000E+00,+7.11306776E-01,-3.64351910E-01,+7.99193120E-01,-4.73382825E-01,+9.65595002E-01,-2.45720516E-01,+9.96369550E-01,-2.49186681E-01
+5.36102553E+01,+0.00000000E+00,+7.10386665E-01,-3.64356902E-01,+7.98376581E-01,-4.73913805E-01,+9.65742273E-01,-2.45174408E-01,+9.96377754E-01,-2.48619064E-01
+5.37069415E+01,+0.00000000E+00,+7.09460501E-01,-3.64363095E-01,+7.97555432E-01,-4.74450677E-01,+9.65889755E-01,-2.44626279E-01,+9.96385987E-01,-2.48049441E-01
+5.38038504E+01,+0.00000000E+00,+7.08528216E-01,-3.64370503E-01,+7.96729625E-01,-4.74993527E-01,+9.66037447E-01,-2.44076118E-01,+9.96394250E-01,-2.47477796E-01
+5.39009837E+01,+0.00000000E+00,+7.07589739E-01,-3.64379144E-01,+7.95899114E-01,-4.75542441E-01,+9.66185351E-01,-2.43523909E-01,+9.96402542E-01,-2.46904117E-01
+5.39983435E+01,+0.00000000E+00,+7.06644999E-01,-3.64389033E-01,+7.95063848E-01,-4.76097507E-01,+9.66333466E-01,-2.42969638E-01,+9.96410865E-01,-2.46328389E-01
+5.40959314E+01,+0.00000000E+00,+7.05693924E-01,-3.64400187E-01,+7.94223779E-01,-4.76658816E-01,+9.66481792E-01,-2.42413290E-01,+9.96419218E-01,-2.45750598E-01
+5.41937495E+01,+0.00000000E+00,+7.04736439E-01,-3.64412623E-01,+7.93378856E-01,-4.77226459E-01,+9.66630330E-01,-2.41854851E-01,+9.96427601E-01,-2.45170728E-01
+5.42917996E+01,+0.00000000E+00,+7.03772470E-01,-3.64426358E-01,+7.92529028E-01,-4.77800531E-01,+9.66779080E-01,-2.41294306E-01,+9.96436015E-01,-2.44588766E-01
+5.43900837E+01,+0.00000000E+00,+7.02801940E-01,-3.64441410E-01,+7.91674243E-01,-4.78381126E-01,+9.66928043E-01,-2.40731638E-01,+9.96444460E-01,-2.44004696E-01
+5.44886038E+01,+0.00000000E+00,+7.01824771E-01,-3.64457796E-01,+7.90814450E-01,-4.78968342E-01,+9.67077218E-01,-2.40166834E-01,+9.96452936E-01,-2.43418504E-01
+5.45873619E+01,+0.00000000E+00,+7.00840885E-01,-3.64475534E-01,+7.89949593E-01,-4.79562278E-01,+9.67226606E-01,-2.39599877E-01,+9.96461443E-01,-2.42830173E-01
+5.46863600E+01,+0.00000000E+00,+6.99850200E-01,-3.64494642E-01,+7.89079620E-01,-4.80163037E-01,+9.67376207E-01,-2.39030751E-01,+9.96469982E-01,-2.42239688E-01
+5.47856001E+01,+0.00000000E+00,+6.98852635E-01,-3.64515140E-01,+7.88204474E-01,-4.80770720E-01,+9.67526021E-01,-2.38459440E-01,+9.96478553E-01,-2.41647034E-01
+5.48850843E+01,+0.00000000E+00,+6.97848106E-01,-3.64537046E-01,+7.87324099E-01,-4.81385434E-01,+9.67676050E-01,-2.37885929E-01,+9.96487156E-01,-2.41052194E-01
+5.49848148E+01,+0.00000000E+00,+6.96836529E-01,-3.64560378E-01,+7.86438438E-01,-4.82007287E-01,+9.67826292E-01,-2.37310200E-01,+9.96495791E-01,-2.40455152E-01
+5.50847938E+01,+0.00000000E+00,+6.95817817E-01,-3.64585157E-01,+7.85547434E-01,-4.82636387E-01,+9.67976748E-01,-2.36732237E-01,+9.96504459E-01,-2.39855892E-01
+5.51850232E+01,+0.00000000E+00,+6.94791883E-01,-3.64611401E-01,+7.84651027E-01,-4.83272848E-01,+9.68127419E-01,-2.36152023E-01,+9.96513159E-01,-2.39254398E-01
+5.52855055E+01,+0.00000000E+00,+6.93758636E-01,-3.64639132E-01,+7.83749157E-01,-4.83916784E-01,+9.68278304E-01,-2.35569540E-01,+9.96521893E-01,-2.38650651E-01
+5.53862427E+01,+0.00000000E+00,+6.92717986E-01,-3.64668369E-01,+7.82841764E-01,-4.84568311E-01,+9.68429405E-01,-2.34984773E-01,+9.96530659E-01,-2.38044635E-01
+5.54872372E+01,+0.00000000E+00,+6.91669839E-01,-3.64699134E-01,+7.81928785E-01,-4.85227548E-01,+9.68580720E-01,-2.34397702E-01,+9.96539460E-01,-2.37436333E-01
+5.55884913E+01,+0.00000000E+00,+6.90614102E-01,-3.64731446E-01,+7.81010157E-01,-4.85894618E-01,+9.68732252E-01,-2.33808309E-01,+9.96548294E-01,-2.36825727E-01
+5.56900073E+01,+0.00000000E+00,+6.89550677E-01,-3.64765328E-01,+7.80085816E-01,-4.86569646E-01,+9.68884000E-01,-2.33216578E-01,+9.96557162E-01,-2.36212799E-01
+5.57917876E+01,+0.00000000E+00,+6.88479468E-01,-3.64800801E-01,+7.79155698E-01,-4.87252757E-01,+9.69035963E-01,-2.32622489E-01,+9.96566064E-01,-2.35597532E-01
+5.58938345E+01,+0.00000000E+00,+6.87400373E-01,-3.64837887E-01,+7.78219735E-01,-4.87944081E-01,+9.69188144E-01,-2.32026023E-01,+9.96575001E-01,-2.34979906E-01
